n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
10,0.5,100.0,0.0,0.10023637805703395,0.5013310380938194,9.695099413655807,30.572414862036464,45.18042434817268,71.42557326495698,214.17086387762035,232.83593901583242,291.0417066013714,358.8379396637374
10,0.5,100.0,0.0,0.7061389194120544,1.4467170586286069,11.595300178724836,13.906337153291092,125.90244620586182,128.09966471355375,131.67247986772165,257.1782857661337,411.16976049695546,1663.3014701154113
10,0.5,100.0,0.0,0.011780796118404177,6.469928820976969,13.442694918082024,14.797580402172045,15.186025399461858,18.91022150544945,47.48364717527077,152.8004011306951,356.2703946398115,3923.6613170488054
10,0.5,100.0,0.0,6.051761051773218,13.390748836859956,15.70707751922943,31.35569581170234,56.572613867134876,60.54516859104835,177.5330101765888,659.4603347934869,1338.5916006069024,1441.838804570934
10,0.5,100.0,0.0,0.2610486590061224,2.1718550619539703,20.37199796087993,51.352181154135245,222.2440193581837,276.02405913302795,414.6019411935182,453.28365304507906,456.01051293832774,643.7341211506289
10,0.5,100.0,0.0,0.005963248497919992,19.98604657015626,23.920500063381695,28.094716903284766,76.9451427897681,135.50344359683524,673.3662026573111,1015.963419784954,1142.530294990321,1345.9993596426702
10,0.5,100.0,0.0,46.500540159467,64.27632426155786,75.77038600596909,86.13895931313378,142.0257999722447,164.95445245362512,209.0768601866984,446.2089947479936,780.7660744478815,823.2730480317614
10,0.5,100.0,0.0,11.547710048695539,43.04605543511653,109.84376199120682,159.17989402697143,166.62872184231415,175.46192893889454,235.81847551377027,443.87878287912395,577.7602441306597,1711.714963376646
10,0.5,100.0,0.0,0.06215631093301865,0.13034286313795249,15.840864454667999,20.043506299638384,29.657903737253598,96.5838770770641,476.68330434006964,580.2415611089713,934.8901267741951,3089.0187029226995
10,0.5,100.0,0.0,0.013217235534917032,7.26139549166322,16.050974890604326,18.724619248092466,64.06656225579343,70.15226730170477,206.6692588714989,318.5841059322362,336.80729728342567,779.5960851100053
10,0.5,100.0,0.0,7.445982484493883,9.02481805368818,16.13040421957252,17.82175725464737,21.11051811958574,22.370869367050187,52.70549368210599,163.2967799317739,202.0356505453246,395.5536061184147
10,0.5,100.0,0.0,0.6473195642680187,0.7134990847153718,1.8269881565027062,11.493358875897984,40.73768672530828,50.72264314217685,130.27395659476807,200.6271964440684,1066.5816690553763,1786.6454482801892
10,0.5,100.0,0.0,0.16447641964726833,2.5664125085266436,3.8115503135447306,9.967554082886128,22.595934554186464,123.19367503954265,184.9246866290539,191.10250297610148,325.4505808923717,684.6050685978082
10,0.5,100.0,0.0,1.9232462730604072,7.996720397038362,8.28984465554812,16.437732776539136,36.99412552127919,96.96743963684017,115.99390244004431,256.63134490155863,1728.1389312472502,2253.794520640274
10,0.5,100.0,0.0,1.4063857397939183,2.541735199011212,3.1396892429328283,8.24650183980759,9.218987669770378,18.439125855414712,41.49556965328999,67.99981174646526,259.9627500479329,286.82665071170004
10,0.5,100.0,0.0,0.24157879865068055,3.568464031171089,5.931809353351737,7.899213161895504,9.852401674284733,38.00964153432457,43.885749361898796,199.16875642750182,635.3631368235742,756.5513459897053
10,0.5,100.0,0.0,16.926300167046797,21.21550874824637,22.82607019943484,35.23547395742457,73.6137131204932,91.33588939366373,207.1738784451918,297.4297303310296,481.9961863027842,984.6378211577836
10,0.5,100.0,0.0,0.04722732439879252,2.8456992821429576,4.867186867301474,12.834944878357598,35.74509931032346,37.37382401887311,86.35515480187003,138.0975744430254,175.25036794522282,237.28168182456827
10,0.5,100.0,0.0,10.600025159962257,15.461249935300703,18.454097035694204,28.043005006632164,41.0832344330467,45.4495949348498,86.61302597411883,147.51878666482787,1402.0376171042733,1905.2598249658918
10,0.5,100.0,0.0,0.6670611843379419,2.711002041675823,43.050339855253775,81.11132923339046,81.56207067979405,86.2460050065248,121.78030231220764,219.1129103514621,244.3113203508037,247.87283227981357
10,0.5,100.0,0.0,0.12988257411455803,0.34799082601018894,1.0936041067061701,1.2802430736534123,75.64515531231613,103.90229416858804,175.3680033776418,341.26388081867793,665.2336968691068,1224.9381280838156
10,0.5,100.0,0.0,2.216391625439008,15.97240319628978,16.075604803865133,24.077049047153743,27.859103052690177,60.7401326405944,79.70601112135033,226.50565134748345,325.8988878102211,637.0655989591114
10,0.5,100.0,0.0,0.10153895034960342,2.120297411710368,2.3458682317646176,54.98797281966874,67.04163778852303,79.83388114870219,129.90735561545853,205.92337418922574,696.0228194838446,881.9220536453786
10,0.5,100.0,0.0,6.134121230791507,8.70824357918917,12.970796637984886,21.377944176475072,25.55618939040172,44.19633626887252,84.13286363622515,112.41584529995923,160.7629356615172,500.74192317676085
10,0.5,100.0,0.0,0.411896394417482,0.8965841721808141,1.8692462022872705,2.591279303512645,76.70322980583713,107.9239002068376,112.9339045790964,155.56378253353185,256.4229953536971,314.2471007448205
10,0.5,100.0,0.0,1.6365814437263266,7.143492369512618,31.67750262592705,68.32429666925786,104.15435509612503,114.61549012807401,115.44078108464785,275.2682355140659,718.3445054587671,3494.978455431701
10,0.5,100.0,0.0,0.0023699465243751786,8.529969988328903,25.46553635793019,25.995415297708867,50.06337637911174,51.75879753569234,92.30863851664569,399.04565425096536,538.3795131206464,615.772388469497
10,0.5,100.0,0.0,0.0035983062910843184,0.6766113549531166,8.928826935735144,17.288083171625402,149.4012226366905,219.4246540561925,447.8367762342011,551.3088906963926,659.2636152623286,911.1030953758432
10,0.5,100.0,0.0,0.030551001646952246,0.16511805172960858,0.21725580413641224,17.90034056707918,27.908599836650843,54.097481645670555,71.18091283491655,149.88713896450255,166.56679490500431,370.24233095931373
10,0.5,100.0,0.0,0.8119680856064815,6.61960058378636,11.813038279639168,50.62489920712194,56.857055010611326,106.44954217375988,195.8395055163814,349.364029120308,1014.939913080802,1151.4387365891448
10,0.5,100.0,0.0,0.276650032529411,1.177691566817756,14.917690464638614,17.402045479881842,17.599030965675308,25.946145040405327,28.106115559331858,94.10808470257194,237.82103179101392,240.88531231566463
